brand_name,model_name,price_brl,product_url,store_name,image_url
Joola,Kit Raquete de Pickleball  Hyperion 3S Dual (16mm) + Fita de Proteção de Borda  Transparente 30mm x 850mm (16mm),1356.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-hyperion-3s-dual-16mm-fita-de-protecao-de-borda-joola-transparente-30mm-x-850mm-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60013517317_83d89dac-92ab-4b23-b2b5-ca10308936c6.jpg?v=1765887535
Joola,Kit Raquete de Pickleball  Scorpeus 3S Dual (14mm) + Fita de Proteção de Borda  Transparente 28mm x 850mm (14mm),1356.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-scorpeus-3s-dual-14mm-fita-de-protecao-de-borda-joola-transparente-28mm-x-850mm-14mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60012717316_4760b338-0540-4d46-91f8-bd80ccda7a72.jpg?v=1765826243
Joola,Raquete de Pickleball  Hyperion Edge Vision 16mm,599.0,https://joola.com.br/products/raquete-de-pickleball-joola-hyperion-edge-vision-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/1_65479f52-ab41-41c0-8261-d48b87f89f17.jpg?v=1765294694
Joola,Kit Raquete de Pickleball  Magnus 3S Dual (14mm) + Fita de Proteção de Borda  Transparente 28mm x 850mm (14mm),1356.0,https://joola.com.br/products/kit-raquete-de-pickleball-joola-magnus-3s-dual-14mm-fita-de-protecao-de-borda-joola-transparente-para-raquete-pickleball-28mm-x-850mm-14mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/60012317316_b0f4fb37-174e-4908-bf85-3a85abcc7467.jpg?v=1765809269
Joola,Kit de Pickleball  com 4 Raquetes para Treinamento,829.0,https://joola.com.br/products/kit-de-pickleball-joola-com-4-raquetes-para-treinamento,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/Kit4RaquetesTreinamento.jpg?v=1763053522
Joola,Raquete de Pickleball  Hyperion Double Vision 16mm,999.0,https://joola.com.br/products/raquete-de-pickleball-joola-hyperion-double-vision-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-hyperion-double-vision-16mm-orange-red-web1.jpg?v=1762953482
Joola,Raquete de Pickleball  Scorpeus Double Vision 16mm,999.0,https://joola.com.br/products/raquete-de-pickleball-joola-scorpeus-double-vision-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-scorpeus-double-vision-16mm-green-web1.jpg?v=1763555265
Joola,Raquete de Pickleball  Perseus Double Vision 16mm,999.0,https://joola.com.br/products/raquete-de-pickleball-joola-perseus-double-vision-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-perseus-double-vision-16mm-blue-web1.jpg?v=1762958529
Joola,Raquete de Pickleball  Agassi Edge Heat Vision 16mm,899.0,https://joola.com.br/products/raquete-de-pickleball-joola-agassi-edge-heat-vision-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-agassi-edge-andre-heat-vision-16mm-gradient-orange-red-web1.jpg?v=1762952648
Joola,Raquete de Pickleball  Scorpeus Heat Vision 16mm,899.0,https://joola.com.br/products/raquete-de-pickleball-joola-scorpeus-heat-vision-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-scorpeus-heat-vision-16mm-gradient-yellow-web1.jpg?v=1762885878
Joola,Raquete de Pickleball  Perseus Heat Vision 16mm,899.0,https://joola.com.br/products/raquete-de-pickleball-joola-perseus-heat-vision,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-perseus-heat-vision-16mm-gradient-green-web1.jpg?v=1762958437
Joola,Raquete de Pickleball  Hyperion 3S Dual (16mm),1299.0,https://joola.com.br/products/raquete-de-pickleball-joola-hyperion-3s-dual-16mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-hyperion-3s-dual-ben-johns-16mm-carbon-friction-surface-grip-chip-nfc-upaa-usap-pbcor43-brasil-web1.jpg?v=1760037425
Joola,Raquete de Pickleball  Scorpeus 3S Dual (14mm),1299.0,https://joola.com.br/products/raquete-de-pickleball-joola-scorpeus-3s-dual-14mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-scorpeus-3s-dual-anna-bright-14mm-carbon-friction-surface-grip-chip-nfc-upaa-usap-pbcor43-brasil-web1.jpg?v=1760037273
Joola,Raquete de Pickleball  Perseus 3S Dual,1299.0,https://joola.com.br/products/raquete-de-pickleball-joola-perseus-3s-dual,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-perseus-3s-dual-ben-johns-14mm-carbon-friction-surface-grip-chip-nfc-upaa-usap-pbcor43-brasil-web1_a2945172-058d-4b31-a2ec-fbabceac1ab0.jpg?v=1760036571
Joola,Raquete de Pickleball  Magnus 3S Dual (14mm),1299.0,https://joola.com.br/products/raquete-de-pickleball-joola-magnus-3s-dual-14mm,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-pickleball-joola-magnus-3s-dual-tyson-mcguffin-14mm-carbon-friction-surface-grip-chip-nfc-upaa-usap-pbcor43-brasil-web1.jpg?v=1760037126
Joola,Capa para Raquete de Pickleball  Universal Neoprene,399.0,https://joola.com.br/products/capa-para-raquete-de-pickleball-joola-universal-neoprene,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/capa-raqueteira-raquete-pickleball-joola-universal-neoprene-preta-web1.jpg?v=1756490151
Joola,"Kit de Raquetes  Variant Set 1 Rede Retrátil, 3 bolas e 2 Raquetes",169.0,https://joola.com.br/products/kit-de-raquetes-joola-variant-set,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/Essentials-Variant-Table-Tennis-Set-30003-Web-01.png?v=1730729071
Joola,Kit Family Set (Maleta com 4 Raquetes e 10 Bolas) + Bola de Tênis de Mesa  Colorato 12 unidades,323.0,https://joola.com.br/products/kit-family-set-bolas-joola-colorato-12-unidades,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/original.jpg?v=1759855989
Joola,Raquete  Proline IAC,899.0,https://joola.com.br/products/raquete-blade-proline-iac-fl,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/raquete-joola-proline-iac-tenis-mesa-ping-pong-madeira-brasil-web1.jpg?v=1756825582
Joola,Fita de Proteção de Borda  Transparente para Raquete Pickleball,129.0,https://joola.com.br/products/fita-de-protecao-de-borda-joola-transparente-para-raquete-pickleball,Joola Brasil,https://cdn.shopify.com/s/files/1/0710/1998/7182/files/1_f0468a05-0f11-4398-808e-8f41debc739e.jpg?v=1757445458
